County,Population,deaths2018,fips
"Vilas County, WI",21938,163.9947402,55125
"Walworth County, WI",103718,751.1212616,55127
"Washburn County, WI",15878,116.2242078,55129
"Washington County, WI",135693,881.2794471,55131
"Waukesha County, WI",403072,2532.903104,55133
"Waupaca County, WI",51128,444.349869,55135
"Waushara County, WI",24263,170.4238781,55137
"Winnebago County, WI",171020,1227.288546,55139
"Wood County, WI",73055,547.8874178,55141
"Albany County, WY",38601,254.5411702,56001
"Big Horn County, WY",11881,99.72772788,56003
"Campbell County, WY",46140,333.2716808,56005
"Carbon County, WY",14971,120.7005935,56007
"Converse County, WY",13640,106.0464079,56009
"Crook County, WY",7450,47.73811,56011
"Fremont County, WY",39531,351.8218151,56013
"Goshen County, WY",13376,90.45662677,56015
"Hot Springs County, WY",4555,39.75887928,56017
"Johnson County, WY",8460,64.4999142,56019
"Laramie County, WY",98976,728.7286157,56021
"Lincoln County, WY",19434,124.0463151,56023
"Natrona County, WY",79115,625.1622468,56025
"Niobrara County, WY",2388,15.87938012,56027
"Park County, WY",29324,188.9916161,56029
"Platte County, WY",8566,62.58042633,56031
"Sheridan County, WY",30233,234.3277193,56033
"Sublette County, WY",9813,51.77472911,56035
"Sweetwater County, WY",43051,361.49896,56037
"Teton County, WY",23081,79.21260714,56039
"Uinta County, WY",20299,145.2242561,56041
"Washakie County, WY",7885,56.54725122,56043
"Weston County, WY",6967,46.3054688,56045
"Camas County, ID",1127,NA,NA
"Issaquena County, MS",1308,NA,NA
"Treasure County, MT",NA,NA,NA
"Loup County, NE",NA,NA,NA
"Harding County, SD",NA,NA,NA
"Jones County, SD",928,NA,NA
"Sully County, SD",1392,NA,NA
"Kent County, TX",NA,NA,NA
"McMullen County, TX",NA,NA,NA
"Stonewall County, TX",1362,NA,NA
"Harding County, NM",655,NA,NA
"Roberts County, TX",903,NA,NA
